nr_aluno,nome,apelido,curso,media_entrada,curso_concluido,media_final
200745150,Catarina,Pereira,Comunicação,18,1,10.0
2020353,Leonardo,Pereira,Psicologia,14,1,14.0
20201716,Rita,Capicua,Psicologia,15,1,14.0
2021896,Raquel,Sampaio,Comunicação,11,1,19.0
200326,Patrícia,da Silva,Psicologia,20,1,10.0
2003224,Bruno,Castelo,Informática,19,1,12.0
2003268,Michaelangelo,Capicua,Psicologia,13,1,20.0
2021455,Alice,Sampaio,Psicologia,20,1,11.0
20191069,Rodrigo,Cintra,Comunicação,13,1,20.0
20031598,Avelino,Castelo-Branco,Informática,11,1,19.0
2022413,Bruno,Capicua,Comunicação,14,1,14.0
20201420,Christos,Morais,Psicologia,13,1,20.0
201913,Bruno,da Silva,Psicologia,15,1,16.0
20221196,Sandra,Morais,Informática,15,1,15.0
202035,Michaelangelo,Laranjeira,Informática,17,1,12.0
20191612,Marta,Cintra,Comunicação,12,1,19.0
2019137,Maria João,da Silva,Informática,17,1,11.0
20191614,Maria,Capicua,Informática,18,1,11.0
2022964,Rodrigo,Machado,Psicologia,19,1,12.0
20221071,Nuno,Castelo-Branco,Psicologia,15,1,14.0
20031129,Rita,Castelo,Comunicação,20,1,13.0
2020816,Jorge,Cintra,Comunicação,18,1,12.0
2021909,Carla,da Silva,Comunicação,20,1,13.0
2007547,Alice,Pereira,Comunicação,12,1,18.0
20211479,Maria João,da Silva,Comunicação,16,1,15.0
2022806,Christos,Castelo-Branco,Psicologia,20,1,12.0
2022337,Raquel,Cintra,Informática,18,1,11.0
20221646,Rodrigo,Castelo,Comunicação,18,1,10.0
2020570,Patrícia,Silva,Psicologia,16,1,14.0
2021799,Michaelangelo,Pires,Informática,14,1,16.0
20031681,Jorge,Morais,Comunicação,18,1,12.0
2022818,Raquel,da Silva,Comunicação,18,1,12.0
20191277,Michaelangelo,da Silva,Psicologia,10,1,18.0
20201603,Avelino,Pires,Psicologia,15,1,15.0
2003391,Diana,Capicua,Informática,14,1,16.0
20031696,Diana,Pires,Comunicação,18,1,13.0
2020178,Maria João,Silva,Psicologia,19,1,13.0
20071606,Nuno,Castelo-Branco,Psicologia,11,1,18.0
20221274,Michaelangelo,Laranjeira,Informática,17,1,10.0
2019827,Rita,Castelo-Branco,Psicologia,11,1,20.0
2007222,Raquel,Pires,Comunicação,12,1,20.0
2020661,Anne,Pires,Comunicação,17,1,13.0
20201121,Joana,da Silva,Psicologia,10,1,20.0
20031074,Avelino,Machado,Informática,11,1,20.0
2022930,Leonardo,Laranjeira,Informática,13,1,17.0
2019982,Diana,Castelo,Informática,19,1,13.0
2007273,Nuno,Pereira,Informática,12,1,17.0
2003170,Patrícia,Cintra,Comunicação,11,1,20.0
2021456,Jorge,Castelo,Comunicação,15,1,16.0
2019198,Rita,Cintra,Informática,16,1,15.0
20221339,Bruno,Silva,Comunicação,18,1,11.0
2003715,Jorge,Capicua,Comunicação,18,1,12.0
20191586,Marta,Silva,Psicologia,10,1,17.0
20211194,Maria João,Castelo-Branco,Psicologia,10,1,18.0
2019539,Avelino,Pires,Psicologia,11,1,18.0
2019672,Rita,da Silva,Comunicação,19,1,12.0
20191716,Miguel,Cintra,Psicologia,17,1,11.0
2020234,Rui,Silva,Informática,12,1,18.0
2022352,Alice,Morais,Informática,15,1,16.0
20031662,Avelino,Silva,Psicologia,20,1,12.0
2022135,Miguel,Capicua,Comunicação,12,1,19.0
20211128,Olivia,Pires,Informática,19,1,11.0
20031511,Rita,Pereira,Psicologia,15,1,16.0
2021141,Diana,Morais,Informática,15,1,16.0
2003886,Ana,Castelo,Informática,15,1,14.0
202259,Miguel,Castelo,Comunicação,13,1,18.0
2007762,Olivia,Castelo,Psicologia,19,1,11.0
2021561,Lucas,Castelo-Branco,Informática,20,1,11.0
2019429,Pedro,Cintra,Informática,11,1,17.0
2007992,Rodrigo,Cintra,Psicologia,14,1,14.0
2003289,Leonardo,Cintra,Psicologia,14,1,14.0
20211029,Sandra,Sampaio,Psicologia,16,1,16.0
2007768,Lucas,da Silva,Psicologia,13,1,19.0
2020881,Bruno,Pires,Psicologia,14,1,15.0
2020928,Lucas,Castelo,Comunicação,14,1,16.0
2019296,Rodrigo,Silva,Psicologia,15,1,15.0
2019410,Carla,Morais,Comunicação,11,1,20.0
2003353,Anne,Machado,Informática,13,1,19.0
201946,Rui,Sampaio,Psicologia,18,1,13.0
20201403,Catarina,Sampaio,Informática,15,1,16.0
2020348,Rodrigo,Laranjeira,Informática,12,1,17.0
2019704,Bruno,Machado,Informática,18,1,10.0
201945,Carla,Morais,Psicologia,12,1,18.0
20191600,Marta,Castelo,Comunicação,19,1,11.0
20071494,Sandra,Machado,Informática,20,1,10.0
20031377,Olivia,Laranjeira,Informática,16,1,16.0
20221629,Avelino,Castelo-Branco,Psicologia,14,1,15.0
20071349,Jorge,Capicua,Psicologia,16,1,14.0
2022134,Pedro,da Silva,Comunicação,12,1,17.0
20211727,Rui,Castelo,Informática,10,1,19.0
2003272,Rodrigo,Sampaio,Psicologia,12,1,19.0
2007215,Raquel,Capicua,Comunicação,10,1,20.0
20221265,Leonardo,da Silva,Comunicação,18,1,10.0
20071424,Patrícia,Morais,Informática,20,1,12.0
20211612,Rita,Capicua,Psicologia,12,1,18.0
2022295,Jorge,Capicua,Psicologia,16,1,15.0
2021369,Jorge,Castelo-Branco,Comunicação,12,1,18.0
2007796,Avelino,Pereira,Comunicação,14,1,14.0
20071132,Rodrigo,Pereira,Psicologia,11,1,17.0
20211598,Lucas,Castelo-Branco,Psicologia,20,1,11.0
202169,Bruno,Laranjeira,Psicologia,16,1,14.0
2007763,Catarina,Silva,Psicologia,15,1,14.0
20071270,Rui,Laranjeira,Informática,20,1,13.0
2021872,Pedro,Castelo,Psicologia,15,1,15.0
2022194,Jorge,Laranjeira,Comunicação,20,1,11.0
2019507,Pedro,Pires,Psicologia,16,1,14.0
200724627,Lucas,Sampaio,Informática,20,1,11.0
20071600,Sandra,Pires,Psicologia,16,1,14.0
2007209,Michaelangelo,Capicua,Informática,11,1,17.0
2007115,Joana,Pires,Informática,17,1,11.0
2021155322,Marta,Pires,Informática,12,1,18.0
2007197,Leonardo,Machado,Informática,18,1,11.0
20211623,Maria João,Pires,Psicologia,12,1,20.0
20211709,Patrícia,da Silva,Comunicação,17,1,13.0
20031022,Patrícia,Castelo,Psicologia,15,1,14.0
2007906,Rui,Morais,Informática,18,1,13.0
2003347,Bruno,Pereira,Comunicação,18,1,10.0
20201616,Jorge,Pires,Psicologia,20,1,11.0
2007601,Diana,Machado,Psicologia,17,1,11.0
2003761,Miguel,Cintra,Psicologia,13,1,20.0
20201239,Rodrigo,Castelo-Branco,Psicologia,12,1,19.0
2020149,Sandra,Morais,Psicologia,19,1,11.0
2022941,Olivia,Pires,Psicologia,14,1,15.0
20211205,Carla,da Silva,Informática,17,1,11.0
2019697,Ana,Morais,Psicologia,12,1,20.0
200321,Pedro,Castelo,Informática,10,1,19.0
202239,Leonardo,Laranjeira,Psicologia,11,1,19.0
2019494,Leonardo,da Silva,Informática,20,1,11.0
20071121,Christos,Castelo,Comunicação,20,1,11.0
20221655,Pedro,Capicua,Comunicação,13,1,19.0
20216,Joana,Castelo,Comunicação,20,1,12.0
20211744,Nuno,Capicua,Psicologia,10,1,20.0
20201525,Pedro,Cintra,Comunicação,17,1,10.0
2003797,Avelino,Pires,Informática,11,1,19.0
20221016,Jorge,da Silva,Informática,14,1,15.0
2019532,Pedro,Castelo-Branco,Psicologia,17,1,12.0
2007730,Sandra,Castelo,Informática,13,1,18.0
20191319,Alice,da Silva,Psicologia,18,1,13.0
2019933,Olivia,Capicua,Comunicação,12,1,19.0
20031036,Bruno,Laranjeira,Psicologia,15,1,16.0
2020239,Alice,Morais,Comunicação,11,1,20.0
20201341,Miguel,Castelo-Branco,Comunicação,14,1,16.0
2020843,Jorge,Castelo,Comunicação,18,1,12.0
20201196,Maria João,Capicua,Psicologia,12,1,18.0
2022883,Alice,Pires,Informática,11,1,20.0
2022403,Catarina,Sampaio,Psicologia,12,1,18.0
20071431,Maria João,Cintra,Comunicação,17,1,11.0
2019870,Michaelangelo,Cintra,Comunicação,10,1,20.0
2020283,Carla,da Silva,Psicologia,18,1,13.0
2021433,Marta,Castelo,Comunicação,17,1,12.0
2019747,Anne,Morais,Psicologia,14,1,16.0
202127,Carla,Sampaio,Comunicação,17,1,10.0
20211088,Jorge,Castelo,Psicologia,17,1,10.0
20221536,Rodrigo,Sampaio,Psicologia,17,1,10.0
2003947,Sandra,Pires,Informática,10,1,19.0
202017,Catarina,Morais,Comunicação,15,1,16.0
2021218,Avelino,Cintra,Comunicação,13,1,20.0
2019569,Avelino,Castelo,Psicologia,12,1,19.0
2019373,Rita,Cintra,Psicologia,19,1,13.0
2021358,Rui,Silva,Informática,12,1,19.0
20221174,Miguel,Laranjeira,Informática,11,1,17.0
20221737,Patrícia,Capicua,Comunicação,19,1,10.0
20221254,Joana,Pires,Comunicação,18,1,11.0
20221448,Patrícia,Capicua,Comunicação,14,1,14.0
2007439,Leonardo,Machado,Psicologia,20,1,11.0
2020340,Avelino,Pires,Informática,15,1,16.0
2007900,Miguel,Pires,Psicologia,20,1,11.0
2007290,Leonardo,Machado,Comunicação,12,1,19.0
20201591,Rita,Laranjeira,Comunicação,12,1,17.0
2003931,Nuno,Cintra,Psicologia,12,1,19.0
2003966,Rui,Castelo,Informática,20,1,10.0
2021849,Diana,Machado,Informática,17,1,10.0
20211103,Michaelangelo,Capicua,Informática,10,1,19.0
2003786,Anne,Sampaio,Informática,17,1,13.0
20191729,Beatriz,Cintra,Psicologia,12,1,17.0
2020385,Sandra,Pereira,Comunicação,17,1,10.0
2003199,Nuno,da Silva,Informática,14,1,14.0
20201169,Avelino,Morais,Comunicação,10,1,20.0
2019611,Bruno,Machado,Comunicação,19,1,12.0
20191602,Ana,Cintra,Comunicação,17,1,13.0
2020846,Raquel,Sampaio,Informática,18,1,13.0
2022909,Miguel,Morais,Comunicação,19,1,11.0
20201273,Avelino,da Silva,Psicologia,13,1,19.0
2021351,Anne,Capicua,Comunicação,10,1,19.0
2021940,Lucas,Castelo,Comunicação,19,1,10.0
20211021,Maria,Silva,Psicologia,12,1,19.0
20221149,Ana,Pereira,Psicologia,20,1,12.0
20201050,Rita,Silva,Informática,18,1,10.0
20031093,Jorge,Silva,Psicologia,15,1,16.0
2021398,Jorge,Machado,Psicologia,12,1,20.0
20191243,Michaelangelo,Laranjeira,Comunicação,13,1,20.0
20201619,Joana,Silva,Comunicação,17,1,11.0
2007417,Alice,Castelo,Psicologia,16,1,14.0
20031548,Diana,Cintra,Informática,18,1,10.0
20221169,Carla,Silva,Comunicação,17,1,10.0
20211571,Carla,Castelo,Informática,11,1,18.0
200741449,Joana,Morais,Informática,15,1,16.0
20211521,Michaelangelo,Pereira,Comunicação,15,1,15.0
20221438,Avelino,da Silva,Informática,15,1,15.0
20031715,Lucas,Capicua,Psicologia,15,1,14.0
202048,Rui,Sampaio,Comunicação,20,1,11.0
2022604,Jorge,Cintra,Comunicação,16,1,15.0
20211454,Rodrigo,Pereira,Psicologia,10,1,18.0
2007953,Leonardo,Cintra,Informática,13,1,20.0
20191051,Avelino,Machado,Comunicação,12,1,17.0
20071312,Sandra,Pires,Comunicação,10,1,20.0
2021348,Maria,Cintra,Psicologia,19,1,13.0
201912386,Pedro,Pires,Comunicação,16,1,15.0
2007252,Raquel,Silva,Comunicação,12,1,19.0
2022155,Nuno,da Silva,Psicologia,13,1,19.0
20031293,Pedro,Morais,Informática,15,1,15.0
2019586,Diana,Pires,Comunicação,19,1,10.0
2003826,Lucas,Sampaio,Informática,11,1,19.0
20031088,Beatriz,Castelo,Informática,12,1,20.0
20221092,Rita,Sampaio,Informática,13,1,20.0
2022150947,Christos,Machado,Psicologia,18,1,10.0
202170,Diana,Pires,Psicologia,18,1,12.0
2020533,Patrícia,Cintra,Psicologia,14,1,14.0
20211520,Rodrigo,Machado,Informática,10,1,20.0
20201697,Rodrigo,Sampaio,Informática,19,1,10.0
2003894,Rodrigo,Castelo,Psicologia,12,1,19.0
2022924,Bruno,Pires,Informática,10,1,17.0
20201052,Anne,Sampaio,Informática,16,1,14.0
20191057,Olivia,Castelo-Branco,Informática,14,1,16.0
202189512,Avelino,Silva,Psicologia,13,1,19.0
20031550,Lucas,Cintra,Informática,16,1,14.0
2019336,Patrícia,Capicua,Psicologia,20,1,10.0
2003608,Anne,Capicua,Psicologia,20,1,12.0
2021502,Bruno,Capicua,Comunicação,11,1,18.0
2019670,Olivia,Castelo-Branco,Psicologia,17,1,10.0
20201148,Catarina,da Silva,Psicologia,18,1,10.0
20201419,Maria,Castelo,Comunicação,15,1,16.0
20071084,Alice,Castelo,Psicologia,14,1,15.0
200715212,Bruno,Machado,Comunicação,16,1,15.0
2003878,Nuno,da Silva,Psicologia,17,1,10.0
2021435,Diana,Pires,Comunicação,16,1,15.0
2003561,Rita,Capicua,Comunicação,11,1,17.0
2019887,Sandra,Cintra,Psicologia,15,1,16.0
20201540,Diana,Castelo-Branco,Informática,18,1,11.0
2003182,Beatriz,Capicua,Comunicação,13,1,19.0
2007826,Michaelangelo,Sampaio,Psicologia,18,1,12.0
2021327,Michaelangelo,Sampaio,Psicologia,10,1,20.0
2003221,Anne,Silva,Comunicação,13,1,17.0
200787,Sandra,Cintra,Comunicação,10,1,19.0
20071419,Michaelangelo,Pires,Comunicação,11,1,17.0
2022112,Rita,Pereira,Comunicação,13,1,20.0
20191501,Rita,Castelo-Branco,Comunicação,15,1,14.0
20221608,Pedro,Sampaio,Comunicação,16,1,14.0
20031089,Sandra,Castelo,Comunicação,18,1,13.0
20191623,Ana,Pires,Informática,20,1,10.0
20071036,Maria,Machado,Psicologia,15,1,14.0
2021339,Rui,Pires,Psicologia,20,1,11.0
2007488,Nuno,Sampaio,Informática,19,1,10.0
2020149227,Bruno,Capicua,Comunicação,16,1,16.0
2019212,Avelino,da Silva,Comunicação,13,1,17.0
2007496,Marta,Morais,Informática,16,1,16.0
20221727,Alice,Morais,Psicologia,18,1,10.0
20201712,Rita,Castelo,Comunicação,13,1,19.0
20191343,Olivia,Silva,Comunicação,11,1,17.0
202052745,Patrícia,da Silva,Psicologia,10,1,18.0
20191338,Michaelangelo,Castelo-Branco,Informática,11,1,20.0
20191356,Maria,Cintra,Informática,12,1,20.0
2019844,Maria João,Morais,Comunicação,18,1,10.0
20071352,Christos,Pereira,Psicologia,15,1,14.0
2019328,Anne,Castelo,Psicologia,19,1,13.0
2003780,Bruno,da Silva,Psicologia,12,1,20.0
202012,Catarina,Machado,Psicologia,11,1,19.0
2019847,Maria,Castelo,Comunicação,17,1,11.0
2019889,Sandra,Castelo-Branco,Comunicação,13,1,20.0
2019379,Marta,Pereira,Psicologia,17,1,11.0
20191368,Rodrigo,Morais,Informática,15,1,14.0
2003478,Christos,Castelo,Psicologia,16,1,14.0
200731641,Catarina,Capicua,Comunicação,18,1,12.0
20201641,Christos,Pereira,Psicologia,16,1,15.0
20071143,Jorge,Capicua,Psicologia,20,1,12.0
2019951,Alice,Capicua,Comunicação,10,1,17.0
20221606,Carla,Pereira,Comunicação,17,1,11.0
2020116,Jorge,Pires,Comunicação,14,1,16.0
2019105,Sandra,Capicua,Informática,12,1,19.0
201937,Pedro,Pereira,Informática,18,1,11.0
2019463,Anne,Castelo,Comunicação,10,1,17.0
2020861,Marta,Silva,Comunicação,12,1,19.0
20201013,Rodrigo,Capicua,Informática,10,1,19.0
20191287,Christos,Castelo,Comunicação,14,1,15.0
2022893,Lucas,da Silva,Psicologia,19,1,13.0
2020133,Anne,Castelo-Branco,Informática,20,1,12.0
2019833,Rui,Castelo-Branco,Psicologia,20,1,10.0
20031111,Rodrigo,Pires,Comunicação,13,1,19.0
202126232,Marta,Cintra,Informática,19,1,10.0
2003863,Diana,da Silva,Psicologia,17,1,12.0
20191655,Miguel,Cintra,Psicologia,17,1,11.0
201963,Avelino,Castelo,Comunicação,19,1,13.0
20201008,Bruno,Capicua,Informática,16,1,14.0
20201394,Rui,Laranjeira,Informática,10,1,18.0
201958,Bruno,Castelo,Informática,14,1,14.0
2021644,Patrícia,da Silva,Psicologia,11,1,18.0
2007434,Rodrigo,da Silva,Psicologia,19,1,10.0
20211644,Jorge,Castelo-Branco,Psicologia,12,1,20.0
20221125,Raquel,Machado,Comunicação,11,1,17.0
20211213,Ana,Sampaio,Psicologia,17,1,12.0
20031381,Pedro,Pereira,Comunicação,19,1,12.0
202164,Pedro,Morais,Comunicação,15,1,14.0
2003932,Michaelangelo,Capicua,Psicologia,13,1,19.0
2021396,Lucas,Machado,Psicologia,11,1,17.0
2019689,Maria João,Pires,Informática,18,1,13.0
2020163645,Alice,Pereira,Informática,19,1,10.0
2020609,Maria João,Sampaio,Comunicação,15,1,16.0
2019644,Lucas,Castelo,Psicologia,20,1,13.0
2021927,Catarina,Castelo-Branco,Psicologia,18,1,10.0
20031724,Rui,Castelo-Branco,Psicologia,16,1,14.0
2020803,Rui,Pereira,Informática,20,1,13.0
202232,Rita,Machado,Comunicação,20,1,12.0
2020220,Marta,da Silva,Comunicação,16,1,14.0
2007587,Rui,da Silva,Informática,20,1,10.0
2020688,Olivia,Pires,Psicologia,16,1,14.0
2021876,Diana,Cintra,Comunicação,10,1,17.0
2021685,Rodrigo,Capicua,Psicologia,13,1,17.0
20221673,Avelino,Cintra,Informática,16,1,16.0
20221543,Patrícia,Sampaio,Psicologia,20,1,12.0
20191093,Alice,Pereira,Psicologia,19,1,10.0
20211689,Raquel,Pires,Psicologia,19,1,10.0
20211234,Rodrigo,Machado,Comunicação,18,1,13.0
2003748,Raquel,Pires,Comunicação,14,1,15.0
2020156547,Nuno,Silva,Comunicação,19,1,11.0
2003958,Rodrigo,Pires,Informática,17,1,11.0
2021198,Maria,Cintra,Comunicação,18,1,13.0
200362,Rita,Castelo-Branco,Comunicação,17,1,12.0
20191320,Leonardo,Morais,Comunicação,11,1,17.0
20221381,Pedro,Laranjeira,Psicologia,16,1,16.0
20221371,Michaelangelo,Cintra,Informática,14,1,16.0
2003102,Raquel,Laranjeira,Informática,18,1,12.0
2003115,Miguel,Machado,Psicologia,12,1,20.0
20036242,Catarina,Silva,Psicologia,17,1,13.0
202153,Anne,Silva,Informática,10,1,19.0
20211181,Miguel,Morais,Psicologia,17,1,10.0
2007582,Christos,Pereira,Informática,15,1,16.0
20221324,Patrícia,Castelo,Psicologia,10,1,17.0
2007371,Rodrigo,Sampaio,Comunicação,12,1,19.0
20221651,Anne,Pires,Psicologia,10,1,20.0
2022183,Diana,da Silva,Psicologia,12,1,20.0
2022126632,Avelino,Pereira,Comunicação,15,1,16.0
20201417,Carla,Castelo,Comunicação,14,1,16.0
201938,Michaelangelo,Pires,Informática,18,1,12.0
2021333,Carla,Pires,Informática,19,1,13.0
20221611,Catarina,Morais,Comunicação,10,1,19.0
2020715,Miguel,Cintra,Psicologia,17,1,13.0
2020563,Nuno,Cintra,Comunicação,11,1,18.0
2007873,Pedro,Pires,Comunicação,14,1,15.0
20211129,Patrícia,Castelo-Branco,Informática,16,1,16.0
2021263,Olivia,Capicua,Comunicação,12,1,20.0
20031475,Ana,Sampaio,Informática,15,1,14.0
2019384,Carla,Morais,Comunicação,12,1,18.0
2020106929,Diana,Sampaio,Comunicação,11,1,19.0
2021167,Jorge,Machado,Psicologia,17,1,13.0
2022361,Rita,Machado,Psicologia,17,1,11.0
20201153,Bruno,Machado,Psicologia,15,1,15.0
2003953,Olivia,Castelo,Comunicação,10,1,20.0
2022204,Rui,Morais,Comunicação,20,1,11.0
20191342,Carla,Castelo-Branco,Psicologia,14,1,14.0
20031353,Christos,Capicua,Comunicação,13,1,17.0
2021801,Olivia,Pires,Psicologia,11,1,20.0
2003260,Catarina,Morais,Comunicação,14,1,16.0
200370,Olivia,Silva,Psicologia,20,1,12.0
20071713,Leonardo,Castelo,Psicologia,13,1,20.0
2021197,Nuno,Machado,Comunicação,12,1,19.0
20071712,Miguel,Pires,Informática,16,1,16.0
20201359,Miguel,Capicua,Comunicação,11,1,18.0
2020970,Michaelangelo,Machado,Psicologia,19,1,13.0
20213919,Rodrigo,Machado,Psicologia,10,1,18.0
2021468,Pedro,Castelo-Branco,Informática,14,1,16.0
200737,Lucas,Capicua,Psicologia,18,1,11.0
2003306,Leonardo,Pereira,Comunicação,16,1,14.0
20211556,Pedro,Castelo,Informática,18,1,10.0
2021449,Bruno,Machado,Psicologia,11,1,17.0
2003765,Joana,Pires,Psicologia,15,1,14.0
202262829,Anne,da Silva,Informática,16,1,14.0
2021405,Rita,Castelo-Branco,Comunicação,15,1,16.0
2020598,Miguel,Castelo,Psicologia,13,1,19.0
2021519,Nuno,Castelo,Comunicação,11,1,19.0
200379239,Catarina,Pires,Comunicação,14,1,16.0
2020134,Avelino,Capicua,Comunicação,12,1,18.0
2022266,Ana,Silva,Comunicação,18,1,11.0
20221609,Michaelangelo,Capicua,Psicologia,16,1,16.0
2020161729,Alice,Cintra,Informática,16,1,15.0
20071041,Christos,Laranjeira,Informática,14,1,16.0
20031361,Joana,Capicua,Informática,18,1,11.0
2019696,Rita,Pires,Informática,14,1,14.0
20031600,Avelino,Machado,Psicologia,14,1,16.0
20221117,Michaelangelo,Castelo,Informática,10,1,18.0
2003999,Joana,Machado,Informática,19,1,11.0
202070050,Avelino,Sampaio,Psicologia,17,1,11.0
2019171245,Sandra,Laranjeira,Comunicação,16,1,16.0
20031365,Sandra,da Silva,Comunicação,20,1,13.0
20221591,Nuno,Morais,Comunicação,18,1,12.0
20071539,Jorge,da Silva,Informática,17,1,11.0
2019622,Olivia,Pires,Psicologia,18,1,13.0
2021579,Leonardo,Laranjeira,Informática,14,1,16.0
20221183,Miguel,Pires,Informática,17,1,10.0
2022458,Rita,da Silva,Informática,14,1,14.0
2022564,Patrícia,Pereira,Psicologia,17,1,10.0
20221474,Miguel,Sampaio,Comunicação,10,1,19.0
20031700,Avelino,Laranjeira,Informática,17,1,12.0
2007158,Rita,Morais,Informática,16,1,14.0
2022542,Lucas,Capicua,Psicologia,12,1,17.0
20191200,Marta,Silva,Informática,14,1,15.0
20031620,Rita,da Silva,Comunicação,14,1,16.0
20221075,Michaelangelo,Sampaio,Comunicação,12,1,18.0
20071064,Rodrigo,Pereira,Psicologia,12,1,17.0
20191374,Alice,Sampaio,Informática,20,1,12.0
2003864,Raquel,Pereira,Comunicação,19,1,12.0
2003444,Maria João,Castelo,Psicologia,16,1,16.0
2020684,Lucas,Machado,Comunicação,18,1,10.0
20221436,Nuno,Machado,Comunicação,19,1,12.0
201954149,Joana,Pires,Informática,12,1,19.0
20201173,Olivia,Morais,Comunicação,15,1,16.0
2019104,Avelino,Sampaio,Informática,13,1,19.0
20071545,Ana,da Silva,Informática,13,1,17.0
2019668,Alice,Laranjeira,Psicologia,19,1,13.0
20201598,Carla,Sampaio,Psicologia,20,1,12.0
2003454,Christos,Silva,Psicologia,17,1,10.0
2020310,Christos,Laranjeira,Comunicação,15,1,15.0
202076316,Rita,Pereira,Informática,11,1,18.0
2019137736,Catarina,Capicua,Informática,16,1,14.0
2022631,Anne,Pires,Informática,10,1,19.0
2022441,Michaelangelo,Laranjeira,Comunicação,16,1,16.0
2021764,Avelino,Laranjeira,Comunicação,19,1,13.0
20201550,Nuno,Morais,Psicologia,13,1,17.0
2021458,Maria,Sampaio,Psicologia,18,1,13.0
20211339,Olivia,Machado,Informática,15,1,16.0
20201610,Michaelangelo,Castelo,Comunicação,16,1,16.0
20201402,Raquel,Morais,Informática,13,1,20.0
200794,Ana,da Silva,Comunicação,12,1,19.0
20031112,Bruno,Castelo-Branco,Informática,14,1,16.0
202150,Jorge,Sampaio,Psicologia,20,1,13.0
2007968,Lucas,Castelo-Branco,Comunicação,12,1,19.0
20031558,Christos,Silva,Psicologia,10,1,19.0
20031035,Beatriz,Sampaio,Comunicação,11,1,18.0
2020775,Sandra,Pereira,Psicologia,12,1,19.0
20191282,Marta,Silva,Informática,20,1,10.0
2003250,Olivia,Sampaio,Informática,16,1,16.0
20201325,Ana,Laranjeira,Psicologia,18,1,13.0
202178,Christos,Sampaio,Psicologia,14,1,15.0
20071131,Patrícia,Capicua,Informática,18,1,11.0
2019846,Olivia,Morais,Informática,16,1,16.0
2019983,Rita,da Silva,Informática,17,1,10.0
2022228,Joana,Machado,Psicologia,14,1,16.0
20221610,Nuno,Cintra,Informática,13,1,19.0
2022348,Anne,Sampaio,Informática,13,1,17.0
20221711,Rodrigo,Castelo,Informática,17,1,10.0
2019245,Bruno,Morais,Comunicação,13,1,19.0
20031525,Raquel,Cintra,Psicologia,15,1,16.0
2021368,Pedro,Morais,Comunicação,13,1,19.0
20221335,Avelino,Silva,Informática,12,1,20.0
2019266,Maria,Morais,Informática,15,1,15.0
20201133,Rita,Capicua,Psicologia,11,1,17.0
202234638,Miguel,Cintra,Psicologia,13,1,17.0
20211380,Catarina,Pires,Comunicação,19,1,12.0
20211750,Avelino,Morais,Informática,20,1,13.0
2003813,Lucas,Laranjeira,Comunicação,13,1,19.0
2019251,Maria João,Pereira,Comunicação,20,1,11.0
20221481,Catarina,Sampaio,Informática,14,1,15.0
2003779,Alice,Sampaio,Informática,10,1,17.0
20071423,Pedro,Castelo-Branco,Informática,19,1,12.0
2020968,Anne,da Silva,Comunicação,20,1,13.0
2003138948,Joana,Pereira,Informática,10,1,19.0
20071116,Alice,Castelo,Psicologia,18,1,10.0
2007773,Rui,Laranjeira,Informática,10,1,18.0
20191713,Pedro,da Silva,Informática,13,1,18.0
2020937,Avelino,Capicua,Comunicação,15,1,14.0
2003831,Maria,Castelo,Informática,18,1,11.0
20211050,Sandra,Pereira,Informática,15,1,16.0
2020759,Beatriz,Castelo,Informática,18,1,11.0
20221601,Rita,Pires,Psicologia,16,1,16.0
20201174,Pedro,Laranjeira,Comunicação,11,1,20.0
2007246,Raquel,Machado,Comunicação,10,1,17.0
2003661,Maria,Machado,Informática,15,1,14.0
2007550,Bruno,Castelo,Informática,18,1,11.0
2007203,Nuno,Pires,Comunicação,15,1,15.0
2003647,Jorge,Machado,Psicologia,10,1,19.0
2022997,Christos,Laranjeira,Comunicação,18,1,12.0
2022133412,Michaelangelo,Laranjeira,Psicologia,15,1,14.0
2019152749,Miguel,da Silva,Informática,18,1,12.0
2022234,Pedro,Morais,Informática,17,1,13.0
20071420,Beatriz,Sampaio,Psicologia,19,1,13.0
20211382,Beatriz,Pires,Psicologia,18,1,11.0
2003171,Patrícia,Capicua,Psicologia,10,1,19.0
20201190,Carla,Machado,Informática,19,1,10.0
20031641,Alice,Capicua,Informática,19,1,12.0
20191246,Rodrigo,Castelo,Informática,12,1,20.0
202023736,Rita,Castelo-Branco,Psicologia,14,1,14.0
202018,Christos,Morais,Psicologia,13,1,20.0
202211323,Rodrigo,Castelo,Psicologia,11,1,17.0
2019323,Miguel,da Silva,Informática,16,1,16.0
2020452,Rodrigo,Sampaio,Informática,14,1,16.0
2007835,Marta,Pires,Informática,10,1,20.0
20191218,Maria João,Castelo-Branco,Informática,12,1,20.0
20221670,Alice,Sampaio,Psicologia,11,1,18.0
20201140,Maria João,Sampaio,Informática,10,1,19.0
2007160645,Ana,Capicua,Informática,15,1,14.0
2007800,Avelino,Silva,Informática,10,1,20.0
2020228,Marta,Machado,Comunicação,20,1,10.0
20031038,Joana,Cintra,Psicologia,19,1,12.0
2003394,Nuno,Castelo,Comunicação,20,1,11.0
20211287,Carla,Cintra,Comunicação,13,1,17.0
20031274,Jorge,Machado,Informática,17,1,11.0
202214987,Lucas,Capicua,Comunicação,15,1,14.0
2003582,Rui,Pires,Psicologia,20,1,10.0
20211027,Pedro,Pires,Comunicação,20,1,11.0
